"","x","y"
"1",0,-0.0939680716113499
"2",0.0050251256281407,0.0591150483981229
"3",0.0100502512562814,-0.0622386605488334
"4",0.0150753768844221,0.333871928115514
"5",0.0201005025125628,0.175385870840022
"6",0.0251256281407035,0.0341437853495485
"7",0.0301507537688442,0.261426024353991
"8",0.0351758793969849,0.329970282617074
"9",0.0402010050251256,0.336280165118332
"10",0.0452261306532663,0.234546971143561
"11",0.050251256281407,0.537285207141796
"12",0.0552763819095477,0.398847788865828
"13",0.0603015075376884,0.276699198335276
"14",0.0653266331658292,0.066825574655716
"15",0.0703517587939698,0.596517705431676
"16",0.0753768844221106,0.449359117854731
"17",0.0804020100502513,0.481537061677997
"18",0.085427135678392,0.652925047245121
"19",0.0904522613065327,0.661407084989002
"20",0.0954773869346734,0.653646880694544
"21",0.100502512562814,0.728183297677761
"22",0.105527638190955,0.732843686017839
"23",0.110552763819095,0.651280970431886
"24",0.115577889447236,0.365628388730925
"25",0.120603015075377,0.780278004793391
"26",0.125628140703518,0.701472711461983
"27",0.130653266331658,0.708402940361277
"28",0.135678391959799,0.532310206248486
"29",0.14070351758794,0.701600822949046
"30",0.14572864321608,0.855643967112734
"31",0.150753768844221,1.01559363515038
"32",0.155778894472362,0.814403301034277
"33",0.160804020100503,0.905174775506204
"34",0.165829145728643,0.855311519343788
"35",0.170854271356784,0.672320945337169
"36",0.175879396984925,0.831252211219922
"37",0.180904522613065,0.848088757888929
"38",0.185929648241206,0.911161747831497
"39",0.190954773869347,1.09697193495002
"40",0.195979899497487,1.05742485713607
"41",0.201005025125628,0.928310369577801
"42",0.206030150753769,0.924075111073987
"43",0.21105527638191,1.0747553018517
"44",0.21608040201005,1.06087458056776
"45",0.221105527638191,0.880251783053942
"46",0.226130653266332,0.882650461042685
"47",0.231155778894472,1.04768599409919
"48",0.236180904522613,1.11151276094832
"49",0.241206030150754,0.981621946397845
"50",0.246231155778894,1.13188579266161
"51",0.251256281407035,1.05968472894922
"52",0.256281407035176,0.90741731041366
"53",0.261306532663317,1.04864560013
"54",0.266331658291457,0.825335251608538
"55",0.271356783919598,1.20596376269795
"56",0.276381909547739,1.28335282311388
"57",0.281407035175879,0.925509089612428
"58",0.28643216080402,0.817294114138058
"59",0.291457286432161,1.05172343024238
"60",0.296482412060302,0.937395279133806
"61",0.301507537688442,1.30832950757623
"62",0.306532663316583,0.93168914329085
"63",0.311557788944724,1.02958975297546
"64",0.316582914572864,0.917959691954537
"65",0.321608040201005,0.788988051124391
"66",0.326633165829146,0.91461992462036
"67",0.331658291457286,0.600495848404804
"68",0.336683417085427,1.07514296439484
"69",0.341708542713568,0.861515236969162
"70",0.346733668341709,1.14680062568359
"71",0.351758793969849,0.873798643536527
"72",0.35678391959799,0.676743666880618
"73",0.361809045226131,0.854827255548527
"74",0.366834170854271,0.602325536182646
"75",0.371859296482412,0.532876968778851
"76",0.376884422110553,0.742402081320926
"77",0.381909547738693,0.609258067640844
"78",0.386934673366834,0.65231074985993
"79",0.391959798994975,0.639039171963608
"80",0.396984924623116,0.514576965251404
"81",0.402010050251256,0.492220842490813
"82",0.407035175879397,0.531184719734533
"83",0.412060301507538,0.701565212250449
"84",0.417085427135678,0.269184609411219
"85",0.422110552763819,0.559182886580266
"86",0.42713567839196,0.491936246187607
"87",0.4321608040201,0.572920809243589
"88",0.437185929648241,0.338878246486866
"89",0.442211055276382,0.410675374120871
"90",0.447236180904523,0.365550045126047
"91",0.452261306532663,0.214095444985922
"92",0.457286432160804,0.446347309296155
"93",0.462311557788945,0.408656895146612
"94",0.467336683417085,0.308824063717402
"95",0.472361809045226,0.410809403655227
"96",0.477386934673367,0.225377483259747
"97",0.482412060301508,-0.0812053323574304
"98",0.487437185929648,-0.00713726672805633
"99",0.492462311557789,-0.136348902263196
"100",0.49748743718593,-0.0552238534522595
"101",0.50251256281407,-0.108841243597255
"102",0.507537688442211,-0.0410256089999222
"103",0.512562814070352,-0.215490792690343
"104",0.517587939698492,-0.0865791830506636
"105",0.522613065326633,-0.239792216012774
"106",0.527638190954774,0.0923087049317977
"107",0.532663316582915,-0.0962858948875708
"108",0.537688442211055,-0.0980703683680846
"109",0.542713567839196,-0.207539334724727
"110",0.547738693467337,-0.0431470375567575
"111",0.552763819095477,-0.420845694602558
"112",0.557788944723618,-0.424419262187513
"113",0.562814070351759,-0.169663499250761
"114",0.5678391959799,-0.511060286648689
"115",0.57286432160804,-0.473100802045874
"116",0.577889447236181,-0.529012147852301
"117",0.582914572864322,-0.545718559757959
"118",0.587939698492462,-0.566719158210952
"119",0.592964824120603,-0.477333262312933
"120",0.597989949748744,-0.60412072475403
"121",0.603015075376884,-0.678898726496753
"122",0.608040201005025,-0.426432149565296
"123",0.613065326633166,-0.684331858397217
"124",0.618090452261307,-0.702685328130117
"125",0.623115577889447,-0.713713757175341
"126",0.628140703517588,-0.614022032757006
"127",0.633165829145729,-0.753474841548232
"128",0.638190954773869,-0.768863428245225
